Episode,Single,Double,Triple,Tetris,Total,Score
50,0,0,0,0,0,18.22
100,0.1,0,0,0,0.01,20.76
150,0.12,0,0,0,0.012,22.26
200,0.1,0,0,0,0.01,24.82
250,0.34,0,0,0,0.034,30.36
300,0.68,0.04,0,0,0.076,37.2
350,1.48,0.02,0,0,0.152,50.88
400,1.64,0.16,0,0,0.196,62.34
450,1.18,0.12,0,0,0.142,56.04
500,0.66,0.08,0.02,0,0.088,44.5
550,0.2,0.04,0,0,0.028,36.46
